campaign_PK,product_PK,product_name,product_physicalreference,ordetail_created,Articulos_vendidos,buyers,visitas,visitors,precio_provedor,precio_privalia,CR,decil_visitors,decil_CR
341170,64161181,LATTAFA THARWAH SILVER EAU DE PARFUM 100 ML,73818-UNICO,27/10/2025,1,1,13,5,862.07,508.9964,0.2,2,8
342697,64130662,CREMA ANTI EDAD VENENO DE SERPIENTE SYN-AKE 50 ML POSTQUAM,PQESYNAKE-UNICO,27/10/2025,1,1,13,5,404.31,216.0036,0.2,2,8
343681,64184413,CALVIN KLEIN OBSESSION EAU DE PARFUM 100 ML,60340-UNICO,27/10/2025,1,1,23,5,1370.69,459.998,0.2,2,8
342619,64101133,PLAYERA CALVIN KLEIN JEANS CORAL MONOLOGO ESTAMPADO,CJ4T5609-2RU,27/10/2025,3,1,17,5,947.41,498.9972,0.2,2,8
342619,64103575,BRASSIERE PUSH-UP CALVIN KLEIN NEGRO CORTES ENCAJE,QF5613-001,27/10/2025,1,1,17,5,947.41,449.0012,0.2,2,8
342619,64102534,CAMISA CALVIN KLEIN BLANCA ACABADO TRASLUCIDO,K20K207273-YAF,27/10/2025,0,1,13,5,3188.79,1589.0028,0.2,2,8
343189,64171444,TENIS CREEPER FENTY JR AZULES PUMA,397587-02-UNICO,27/10/2025,2,1,13,5,1895.6897,989.0044,0.2,2,8
342379,64183948,MOCHILA AZUL 3 PIEZAS BLUELANDER,MOC-BG21003-UNICO,27/10/2025,10,1,16,5,326.72,178.9996,0.2,2,8
342283,64203298,PLAYERA BLANCA REGULAR FIT LOGOTIPO EN CONTRASTE KAPPA,KP35197UW-001,27/10/2025,1,1,15,5,473.28,145.9976,0.2,2,8
341146,64084732,PERRY ELLIS 360° PURPLE BODY MIST SPRAY 236ML,17261510-UNICO,27/10/2025,1,1,27,5,301.72,159.9988,0.2,2,8
343189,64170718,TENIS MULTIFLEX SL V INF BLANCOS PUMA,380741-11-UNICO,27/10/2025,7,7,99,35,904.3103,468.9996,0.2,8,8
343282,64165639,GORRO NEGRO LISO JEEP,BEFW22-046-NEGRO,27/10/2025,15,7,121,35,119.8276,78.996,0.2,8,8
342619,64103632,BRASSIERE PUSH-UP CALVIN KLEIN LIGHTLY LINED VERDE OSCURO BLOQUE CALADO,QF6875-301,27/10/2025,1,1,13,5,1033.62,498.9972,0.2,2,8
342619,64103662,BRASSIERE CALVIN KLEIN TRIÁNGULO NEGRO 1996 FLORES,QF7217-062,27/10/2025,1,1,13,5,800.86,388.9944,0.2,2,8
342283,64207009,PANTALÓN OCRE LISO CORTEFIEL,7740107-36,27/10/2025,1,1,23,5,1149.77,232.9976,0.2,2,8
341170,64159633,PARIS HILTON HEIRESS EAU DE PARFUM 100 ML,57354276-UNICO,27/10/2025,2,1,20,5,1379.31,787.002,0.2,2,8
341845,64196305,BOTÍN NEGRO SMMARSELLA ACABADO CHAROL SAM EDELMAN,2.232E+11,27/10/2025,1,1,17,5,4396.5431,2558.9948,0.2,2,8
343189,64171297,PLAYERA OFF SIDE G AZUL AJUSTE REGULAR PUMA,626433-26-UNICO,27/10/2025,1,1,10,5,430.1724,198.998,0.2,2,8
341170,64161604,NAUTICA BLUE EAU DE TOILETTE 100 ML,508027-UNICO,27/10/2025,1,2,49,10,676.72,260.0024,0.2,4,8
342379,64183741,BARICOFFEE TERMO VASO TÉRMICO DE VIDRIO CON TAPA BLUELANDER,BARI-0002-UNICO,27/10/2025,1,1,20,5,214.66,98.9944,0.2,2,8
